bids,brand,category,character,condition,era,franchise,gender,item_num,price,quantity_sold,sell_date,size,title,toy_type,year
0,ToyBiz,Comic Book Heroes,Gambit,New,1980-2001,Marvel Universe,,153659493230,18.99,1,"Oct 14, 2019",10in.,Toy Biz Marvel Comics Deluxe Edition 10 inch X-Men Gambit MIB NEW Clean!,Action Figure,
0,Marvel,Comic Book Heroes,Iron Man,Used,,Action Man,,133065053705,6.99,1,"Oct 14, 2019",,2008 Marvel Iron Man Action Figure avengers,Action Figure,2008
0,Mattel,Sports,The Undertaker,New,2002-Now,,,274038768126,36.96,1,"Oct 14, 2019",6in.,WWE Elite Ghostbusters the Undertaker figure Wal Mart exclusive,Action Figure,2019
0,HASBRO,Comic Book Heroes,WOLVERINE,New,2002-Now,X-Men,,283637522112,35.95,1,"Oct 14, 2019","6""","WOLVERINE Marvel Legends Apocalypse Build-A-Figure Series 6"" 2018 X-MEN",ACTION FIGURE,2018
0,MEGO,"TV, Movie & Video Games",ANDRE THE GIANT,New,,WWE WRESTLING,,174057172276,23.7,1,"Oct 14, 2019",8in.,MEGO Marty Abrams WWE ANDRE THE GIANT Classic 8 Inch TARGET 2019 WRESTLING ,Action Figure,2019
0,Action,Comic Book Heroes,Gladiator,Used,,Thor,,113040361842,38.99,2,"Oct 14, 2019",13in.,"35 cm Hulk Ragnarok Thor Gladiator 13"" Action Figure With NO Weapons  Accesories",Action Figure,
0,ARME ENA,"TV, Movie & Video Games",Toothless,New,2002-Now,How to Train Your Dragon,,113707980975,23.09,2,,9in.,New 2019 How to Train Your Dragon 2 Dragon Toothless Night Fury Action Figure,Action Figure,2019
0,Hasbro,Military & Adventure,Spirit,Used,,GI Joe,,333338826355,14.99,1,"Oct 14, 2019",,"G.I. Joe Action Figure Spirit Tracker 1984, Near Complete- Missing Backpack",Action Figure,1984
0,Star Wars,"TV, Movie & Video Games",Han Solo,New,2002-Now,Star Wars,,401920796496,25.0,1,"Oct 14, 2019",2in.,Hasbro E0320 Star Wars Force Link 2.0 Kessel Run Millennium Falcon With Han Solo,Action Figure,2018
1,Action,Comic Book Heroes,Captain America,Used,,The Avengers,,333352949716,2.4,1,"Oct 14, 2019",,Marvel Captain America Super Titan Hero Action Figure 12” Toy Avengers,Action Figure,
0,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,264412299639,105.0,1,"Oct 14, 2019",6in.,star wars black series lot,Action Figure,
0,Marvel Legends,Comic Book Heroes,Mandarian,Used,Pre-1980,Marvel Universe,,113732835534,33.17,1,"Oct 14, 2019",6in.,"Rare Marvel Legends 10th Anniversary Iron Man 3 Mandarian 6"" Loose Action Figure",Action Figure,2019
0,Mattel,"TV, Movie & Video Games",Battle Armor He-Man + Battle Cat,Used,1980's,Masters of the Universe,,293266100621,74.0,1,"Oct 14, 2019",5.5 in.,1983 Masters of the Universe Battle Armor He-Man + Battle Cat complete,Action Figure,1983
0,Hasbro,"TV, Movie & Video Games",Cal Kestis,New,2002-Now,Star Wars,,392452318772,29.99,3,"Oct 14, 2019",6 Inches,Star Wars Black Series Rise of Skywalker Cal Kestis Figure - IN STOCK,Action Figure,2019
16,Unbranded,Anime & Manga,,New,,Archetype,,174059159171,7.5,1,"Oct 14, 2019",,2PCS Figma Archetype Next He/She Action Figure Art Anime Toys Doll Body Figure,Action Figure,2018
0,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,123892743281,10.0,1,"Oct 14, 2019",,"Star Wars Attack of The Clones Mace Windu 12"" Figure - 2002 Hasbro",Action Figure,2002
0,Hasbro,"TV, Movie & Video Games",Offworld Jawa,New,2002-Now,Star Wars,,392452318778,24.99,1,"Oct 14, 2019",6 Inches,Star Wars Black Series Rise of Skywalker Offworld Jawa Figure - IN STOCK,Action Figure,2019
0,Hasbro,"TV, Movie & Video Games",Kylo Ren,New,2002-Now,Star Wars,,392452318780,29.99,5,"Oct 14, 2019",6 Inches,Star Wars Black Series Rise of Skywalker Supreme Leader Kylo Ren - IN STOCK,Action Figure,2019
0,Marvel Legends,Comic Book Heroes,Jigsaw,Used,,,,123938422490,24.99,1,"Oct 14, 2019",6in.,"Marvel Legends JIGSAW 6"" Figure Toy Biz FACE OFF Series 2006 Punisher",Action Figure,2006
0,Hasbro,"TV, Movie & Video Games",First Order Stormtrooper,New,2002-Now,Star Wars,,392452318781,26.99,1,"Oct 14, 2019",6 Inches,Star Wars Black Series Rise of Skywalker First Order Stormtrooper - IN STOCK,Action Figure,2019
0,Bandai,"TV, Movie & Video Games",Titanus,Used,2002-Now,Power Rangers,,264497348568,100.0,1,"Oct 14, 2019","11""",Power Rangers Legacy Black and Gold Edition Action Figure - Titanus,Action Figure,2017
0,Mattel,"TV, Movie & Video Games",Orko,Used,1980's,Masters of the Universe,,293265637604,21.0,1,"Oct 14, 2019",3.5in.,1984 Masters of the Universe figure Orko with Ripcord,Action Figure,1984
0,McFarlane Toys,"TV, Movie & Video Games",Spawn,New,1980-2001,spawn,,293255353331,12.0,1,"Oct 14, 2019",,McFarlane Toys Spawn THE MANGLER A Big Bad Wolf Action Figure Series 7 1996,Action Figure,1996
0,Hasbro,"TV, Movie & Video Games",Mandalorian,New,2002-Now,Star Wars,,392453184075,59.99,2,"Oct 14, 2019",6 Inches,Star Wars Black Series Rise of Skywalker The Mandalorian Figure - IN STOCK,Action Figure,2019
0,Hasbro,Comic Book Heroes,Electro,Used,2002-Now,Marvel Universe,,193156281986,29.98,1,"Oct 14, 2019",,Marvel Legends Electro Hasbro 2003 6” Sinister Six Box Set Spider-man ,Action Figure,2016
0,Playmates Toys,Other Action Figures,,New,,Ronin Warriors,,333333853986,35.0,1,"Oct 14, 2019",,Vintage Playmates Ronin Warriors Rowen Action Figure 1995,Action Figure,1995
1,Matel,"TV, Movie & Video Games",He-Man,Used,,Teenage Mutant Ninja Turtles,,233368880930,225.0,1,"Oct 14, 2019",,"Vintage and Retro Toys - He-Man, Ghostbusters, Ninja Turtles, etc. ",Action Figure,
0,Hot Toys,"TV, Movie & Video Games",Batman,New,2002-Now,Batman,,223692001963,549.95,1,"Oct 14, 2019",12in.,Hot Toys 1/6 DX09 1989 Batman Bruce Wayne Michael Keaton Action Figure BNIB USA,Action Figure,2012
0,Unbranded,Comic Book Heroes,walking dead,Used,,marvel legends,,153590720646,139.99,1,"Oct 14, 2019",6in.,Diorama for hot toys Action Figure fits IKEA Detolf Forest Floor & background,Diorama,2018
0,Hasbro,Transformers & Robots,defensor,Used,,Transformers,,264497716230,34.95,1,"Oct 14, 2019",,Hasbro Transformers Universe Micromaster Defensor Combiner ,Action Figure,2004
0,Mattel,"TV, Movie & Video Games",Ram Man,Used,1980's,Masters of the Universe,,293264289046,13.0,1,"Oct 14, 2019",5.5 in.,1983 Masters of the Universe working figure Ram Man complete,Action Figure,1983
0,Hot Toys,"TV, Movie & Video Games",Scarlet Witch,Used,,Marvel Universe,,312709824728,520.0,1,"Oct 14, 2019",12in.,HOT TOYS 1/6TH SCARLET WITCH MMS370 - CAPTAIN AMERICA CIVIL WAR - WANDA FIGURE,Action Figure,2017
0,Hasbro,"TV, Movie & Video Games",Stormtrooper,New,2002-Now,Star Wars,,133199275478,28.5,2,"Oct 14, 2019",6in.,2017 Hasbro Star Wars Black Series Stormtrooper 40th Anniversary,Action Figure,2017
0,Hasbro,Transformers & Robots,Menasor,Used,2002-Now,Transformers,,274019288369,132.25,1,"Oct 14, 2019",,Menasor 100% Complete Generations - Combiner Wars Transformers,Action Figure Loose Complete,2015
0,Marvel,"TV, Movie & Video Games",Mark 42 Armor,Used,,Legend,,113765832790,29.13,2,"Oct 14, 2019",6in.,"Marvel Legends Iron Man MK 4 Sunglass Armor Age of Ultron Mark 42 Armor 6"" Stan",Action Figure,
0,McFarlane Toys,Sports,ADAM VINATIERI,New,,,,264494312054,26.99,1,"Oct 14, 2019",,2004 MCFARLANE SERIES 10 ADAM VINATIERI PATRIOTS FOOTBALL FIGURE DEBUT NIB,Action Figure,2004
0,Diamond Select,Other Action Figures,,New,2002-Now,Back to the Future,,264177748550,24.99,1,"Oct 14, 2019",4in.,Vinimates Back to the Future II Movie Doc Brown and Marty Mcfly Vinyl Figures,Action Figure,2017
0,Hasbro,Transformers & Robots,Long Haul,New,2002-Now,Constructicon,,254387608772,39.99,1,"Oct 14, 2019",Voyager Class,Transformers Studio Series 42 Long Haul Constructicon Revenge of the Fallen MSIB,Action Figure,2019
7,Matchbox,"TV, Movie & Video Games",Pee-wee Herman,New,1980-2001,,,283636050301,17.16,1,"Oct 14, 2019",4in.,NEW POSEABLE PEE WEE HERMAN with SCOOTER & HELMET ACTION FIGURE 1988 MATCHBOX,Action Figure,1988
0,Hasbro,Sports,,Used,1980-2001,WWE,,303288568710,22.99,1,"Oct 14, 2019",,Rare Hasbro Wrestling Ring American Flag Accessory WWF WWE Titan Sports Wrestler,Action Figure,
11,transformers,Transformers & Robots,Jetfire,Used,1980-2001,,,193149255968,127.5,1,"Oct 14, 2019",12 in,G1 Jetfire Decepticon custom,Action Figure,
0,Hasbro,"TV, Movie & Video Games",Kit Fisto,Used,2002-Now,Star Wars,,333198259732,19.99,1,"Oct 14, 2019",3.75in.,Star Wars Clone Wars Kit Fisto #23 Complete 3.75” Figure Jedi Lightsabers Legacy,Action Figure,2010
0,JAKKS Pacific,Sports,,Used,,,,233237206919,36.88,1,"Oct 14, 2019",7in.,Steve Blackman WWE Jakks Classic Superstars Wrestling Figure MINT Display_s108,Action Figure,
0,Mattel,Sports,Macho Man Randy Savage,Used,2010-Now,,,143322975871,14.44,1,"Oct 14, 2019",6in.,WWE Mattel Elite MACHO MAN RANDY SAVAGE Wrestling Action Figure Defining Moments,Action Figure,
0,Kenner,"TV, Movie & Video Games",Imperial Trooper,Used,Pre-1980,Star Wars,,254388418476,32.9,1,"Oct 14, 2019",3.75in.,Star Wars Vintage Figure Imperial Stormtrooper Complete 77 GMFGI HK NM,Action Figure,1977
0,Super7,"TV, Movie & Video Games",The Terminator,Used,,Terminator,,123937783770,9.99,1,"Oct 14, 2019",3.75in.,Super7 ReAction The Terminator Figure T800 Endoskeleton,Action Figure,
0,Kaiyodo,Anime & Manga,,New,,Giantrobo,,302030453293,13.0,1,"Oct 14, 2019",,Revoltech No.021 Giantrobo GR-2 Action Figure,Action Figure,2007
0,Hasbro,Military & Adventure,Snake Eyes,New,,GI Joe,,362734186075,13.45,1,"Oct 14, 2019",, HASBRO GI JOE 25TH ANNIVERSARY COMMANDO CODE NAME SNAKE EYES ACTION FIGURE ,Action Figure,
0,Palitoy,"TV, Movie & Video Games",Klaatu,Used,,Star Wars,,254384522601,89.99,1,"Oct 14, 2019","3.75""",Vintage Star Wars Trilogo Klaatu Skiff Guard Carded Palitoy 70bk,Action Figure,
0,Kenner,"TV, Movie & Video Games",Luke Skywalker,New,1980-2001,Star Wars,,254368428581,29.95,1,"Oct 14, 2019",12in.,Kenner Star Wars Collector Series 12 Inch Luke Skywalker Vs Wampa Set,Action Figure,1997
0,Hasbro,Comic Book Heroes,,Used,,,,323940121829,22.99,1,"Oct 14, 2019",,Marvel Diamond Select The First Avenger Captain America 7 inch Action Figure,,
0,Hasbro,Transformers & Robots,Optimus Prime,New,2002-Now,Transformers,,333333932952,20.0,1,"Oct 14, 2019",,Hasbro Transformers BumbleBee - Optimus Prime Action Figure,Action Figure,2019
0,JAKKS Pacific,Sports,Hulk Hogan,Used,,WWE,,183952850597,7.99,1,"Oct 14, 2019",,Hulk Hogan Wwe Wrestling Action Figure Hulkamania 2010 TNA Jakks Pacific,Action Figure,2010
0,Hasbro,Military & Adventure,,New,,GI Joe,,233358466809,99.95,1,"Oct 14, 2019",3.75in.,VINTAGE Very Rare Gi Joe Sgt Slaughter Mail Away 1985 Hasbro UNOPENED Red Back ,Action Figure,
1,McFarlane Toys,Sports,Rob Gronkowski,New,2002-Now,,,223704297027,19.99,1,"Oct 14, 2019",,Rob Gronkowski McFarlane NFL Series 29 Sportspicks Debut Figure NIB Patriots,Action Figure,
0,Bandai,"TV, Movie & Video Games",,New,,,,173867843829,45.98,1,"Oct 14, 2019",,Power Ranger Mighty Morphin Blue Ranger (2009) Bandai Action Figure,,
0,Bandai,"TV, Movie & Video Games",,New,,,,173867933221,45.98,1,"Oct 14, 2019",,Power Ranger Mighty Morphin Red Ranger (2009) Bandai Action Figure,,
0,Bandai,"TV, Movie & Video Games",,New,,,,173867933429,49.66,1,"Oct 14, 2019",,Power Ranger Mighty Morphin Green Ranger (2009) Bandai Action Figure,,
0,Kenner,Sports,Jim Kelly,New,1980-2001,,,312788334587,15.0,2,"Oct 14, 2019",4in.,Starting Lineup Jim Kelly 1992 action figure,Action Figure,1992
0,JAKKS Pacific,Sports,Shawn Michaels,Used,2002-Now,WWE,,273978826849,22.99,1,"Oct 14, 2019",7in.,WWE Rock & Shawn Micheals  2007 Jakks Pacific  Large Rubber Figures 7”,Action Figure,2007
0,JAKKS Pacific,"TV, Movie & Video Games",Darth Vader,Used,2013,Star Wars,,372703992140,12.99,1,"Oct 14, 2019",31in., Star Wars Darth Vader Action Figure - 31 Inches Tall - Jakks Pacific USED,Action Figure,2013
5,NECA,"TV, Movie & Video Games",ED-209,Used,,Iron Man,,254381993415,55.0,1,"Oct 14, 2019",10in.,ROBOCOP ED-209 WITH SOUND 10 INCH  30th Anniversary ,Action Figure,
3,NECA,"TV, Movie & Video Games",,New,,Gears of War,,153675459136,20.5,1,"Oct 14, 2019",7in.,NECA Gears of War 3 Series 2 - Dominic Santiago Action Figure,Action Figure,
13,Mattel,Sports,,New,,,,274050491686,47.0,1,"Oct 14, 2019",,WWE Exclusive Liv Morgan Elite Action Figure target Chase NXT ,Action Figure,
0,Marvel Legends,Comic Book Heroes,,New,2002-Now,Spider-Man,,202746819377,135.0,1,"Oct 14, 2019",6in.,MARVEL LEGENDS WAVE 4 BAF HULK IN HAND VERY HARD TO FIND MIP ,Action Figure,2018
0,Mattel,Other Action Figures,,New,1980-2001,,,223681142199,80.0,1,"Oct 14, 2019",3.5in.,Vintage Food Fighters Chip-The-Rippe,Action Figure,1988
0,Mattel,"TV, Movie & Video Games",Moss Man,Used,,Masters of the Universe,,323883758259,6.0,1,"Oct 14, 2019",,Moss Man Club Masters of the Universe Action Figure MOTU Mattel ,Action Figure,
0,Mattel,"TV, Movie & Video Games",Skeletor,Used,,Masters of the Universe,,323883759290,6.0,1,"Oct 14, 2019",,Skeletor Dragon Blaster Front Chest Masters of the Universe Action Figure MOTU,Action Figure,
0,Mattel,"TV, Movie & Video Games",Buzz Off,Used,,Masters of the Universe,,223622804490,4.5,1,"Oct 14, 2019",,1982 Buzz Off Axe Masters of the Universe Action Figure MOTU Mattel ,Action Figure,1982
0,Hasbro,"TV, Movie & Video Games",Darth Vader,Used,,Star Wars,,123888087805,12.0,1,"Oct 14, 2019",11in x 9 3/4in x 2 1/2in,Angry Birds Star Wars Telepods Lot of 4 Figures Darth Maul Grievous Anakin Yoda,Action Figure,
1,Hasbro,Transformers & Robots,Dragonstorm,New,,Transformers,,123931619977,5.5,1,"Oct 14, 2019",,Hasbro Transformers The Last Knight Mega 1-Step Turbo Changer Dragonstorm,Action Figure,
0,NECA,"TV, Movie & Video Games",Heavy,New,,Team Fortress 2,,303291997575,80.0,1,"Oct 14, 2019",7in.,"NECA Team Fortress 2 Red Heavy (7"") - New in Box, with In-Game Item",Action Figure,
0,Hasbro,Comic Book Heroes,,Used,2002-Now,Marvel Universe,,401377891227,11.95,1,"Oct 14, 2019",4in.,marvel universe CYCLOPS 2011 x-factor x-men infinite legends complete 4 inch,Action Figure,
0,Hasbro,"TV, Movie & Video Games",Raider,Used,1980-2001,Star Wars,,333312556949,4.95,1,"Oct 14, 2019",,Star Wars The Power of the Force Tusken Raider (1996),Action Figure,1996
1,ToyBiz,Comic Book Heroes,,Used,,X-Men,,133196990820,8.99,1,"Oct 14, 2019",,Lot Of 3 Marvel X-Men Action Figures 90's Toybiz,Action Figure,
0,NECA,"TV, Movie & Video Games",Leonard Nimoy,New,2002-Now,The Simpsons,,123927684752,15.0,1,"Oct 14, 2019",5in.,NECA Simpsons 25th Anniversary Leonard Nimoy NIP Homer Playmates,Action Figure,2014
0,Hasbro,Comic Book Heroes,Jean Grey,Used,2002-Now,Marvel Universe,,401781435042,15.95,1,"Oct 14, 2019",4in.,marvel universe JEAN GREY marvel girl X-MEN x-factor green yellow legends,Action Figure,
0,DC Collectibles,Comic Book Heroes,Azrael,Used,,Batman,,173955223238,24.99,1,"Oct 14, 2019",7in.,Batman: Arkham Knight - Azrael - 7-Inch Action Figure DC Comics,Action Figure,2015
0,Hasbro,Comic Book Heroes,Kitty Pryde,Used,2002-Now,Marvel Universe,,401737592823,7.95,1,"Oct 14, 2019",4in.,Marvel universe BEAST astonishing X-men series 4 018 18 2012 complete legends,Action Figure,2010
0,Hasbro,Comic Book Heroes,Colossus,Used,2002-Now,Marvel Universe,,401764769722,8.95,1,"Oct 14, 2019",4in.,Marvel Universe COLOSSUS x-men Comic greatest battles legends infinite  figures,Action Figure,2009
0,WWE,Sports,Akira Tozawa,New,,,,223691855127,25.0,1,"Oct 14, 2019",,WWE Elite Collection Fan Central Akira Tozawa  Action Figure 205 Live ,Action Figure,
0,Hasbro,Sports,Ric Flair,Used,,WWF,,323946214066,19.95,1,"Oct 14, 2019",4.5in.,Ric Flair Series 6 WWF Action Figure Hasbro,Action Figure,
1,Upper Deck,Sports,Michael Jordan,New,,,,254388449491,67.0,1,"Oct 14, 2019",,Michael Jordan Upper Deck Pro Shots 1991 NBA FINALS SWITCH HAND LAY UP Series 1,Action Figure,2008
0,Bif Bang Pow,"TV, Movie & Video Games",Astronaut Mike,New,2002-Now,Mike Tyson Mysteries,,174059627701,14.95,1,"Oct 14, 2019",8in.,"Mike Tyson Mysteries Astronaut Mike NIB Bif Bang Pow! 2015 8"" Figure New In Box!",Action Figure,2015
0,McFarlane Toys,Sports,Don Mattingly,New,2002-Now,,,283642434631,24.99,1,"Oct 14, 2019",,Don Mattingly #23 McFarlane Coopertown Collection Series 3 - New York Yankees!,Action Figure,
10,Unbranded,"TV, Movie & Video Games",Boba Fett,New,,Star Wars,,174059147075,11.5,1,"Oct 14, 2019",6in,STAR WARS The Black Series: #06 Boba Fett The Force Awakens Figure Toys NEW @1,Action Figure,2017
0,KENNER,Sports,,Used,1980-2001,,,264332991871,29.99,1,"Oct 14, 2019","6""",KENNER Starting Lineup 1988 LAWRENCE TAYLOR NEW YORK GIANTS,Action Figure,1988
19,Unbranded,"TV, Movie & Video Games",Stormtrooper,New,2002-Now,Star Wars,,174059147280,12.5,1,"Oct 14, 2019",6in.,"STORMTROOPER Star Wars The Black Series 6"" inch Action Figure Spacetrooper Toys@",Action Figure,2017
0,Hasbro,Sports,Sgt. Slaughter,Used,1980-2001,,,323946235827,13.95,1,"Oct 14, 2019",4.5in.,Sgt. Slaughter Series 3 WWF Action Figure Hasbro,Action Figure,1992
0,,Sports,,Used,,,,173991831543,18.0,1,"Oct 14, 2019",,WWE Trish Stratus Diva Wrestling Action Figure,Action Figure,
0,NECA,"TV, Movie & Video Games",,New,,Twilight,,153676046215,18.25,1,"Oct 14, 2019",7in.,"NECA Twilight New Moon Alice Cullen 7"" Action Figure NEW",Action Figure,2009
2,Unbranded,Sports,,Used,,,,352816441250,3.24,1,"Oct 14, 2019",,Lot Of 8 WWE Action Figures And Props Ladders Chairs Barrels,Action Figure,
0,Playmates Toys,"TV, Movie & Video Games",Leonardo,Used,,Teenage Mutant Ninja Turtles,,123925979545,8.99,1,"Oct 14, 2019",4.5in.,"TMNT 4.5"" Figure Lot Playmates 2012 LEONARDO Michelangelo DONATELLO",Action Figure,2012
0,Marvel,Comic Book Heroes,Green Goblin & Electro,New,2002-Now,Spider-Man,,273932780286,28.5,1,"Oct 14, 2019",12in.,"Marvel Titan Hero Series GREEN GOBLIN & ELECTRO 12"" Inch Action Figures - NEW",Action Figure,2014
0,ToyBiz,Comic Book Heroes,Ultron,New,2002-Now,Avengers,,323873344534,23.99,1,"Oct 14, 2019",6in.,"Marvel Legends Legendary Riders Series Ultron Action Figure New 6"" ToyBiz Toys",Action Figure,
0,Funko,"TV, Movie & Video Games",,New,2002-Now,Funko Pop,,153371819624,9.3,1,"Oct 14, 2019",Small,Toy Funko - POP Animation: Power Puff Girls - Him #202,Action Figure,2017
0,Hasbro,Transformers & Robots,Red Alert,New,2002-Now,Transformers,,133107127250,18.95,2,"Oct 14, 2019",6in.,TRANSFORMERS Generations War for Cybertron Siege Deluxe Red Alert ACTION FIGURE,Action Figure,2019
0,Bandai,Transformers & Robots,,Used,1980-2001,Gobots,,254388781366,75.0,1,"Oct 14, 2019",,Machine Robo MR-42 Skyline Robo GOBOTS Tailpipe 1984 BANDAI RARE!,Action Figure,1984
0,Jada,Comic Book Heroes,,New,,,,293030852328,14.95,1,"Oct 14, 2019","1 3/4""", DC Justice League NEW set of 10 Die Cast Metal Figures ,Action Figure,2017
0,Kenner,"TV, Movie & Video Games",Han Solo,Used,Pre-1980,Star Wars,,312801898946,24.64,1,"Oct 14, 2019",3.75in.,Vintage Star Wars Han Solo & Chewbacca Hong Kong Kenner 1977 Lot of 2 Figures.,Action Figure,1977
1,Kenner,"TV, Movie & Video Games",R5-D4,Used,1980-2001,Star Wars,,223704711262,5.0,1,"Oct 14, 2019",3.75in.,1983 Kenner Star Wars ROTJ R5-D4 *Vintage *Droid ,Action Figure,1983
0,NECA,"TV, Movie & Video Games",Foot Soldier,New,1980-2001,Teenage Mutant Ninja Turtles,,372798614571,119.99,1,"Oct 14, 2019",18in.,Teenage Mutant Ninja Turtles 1/4 Scale Action Figure - Foot Clan Soldier - NECA,Action Figure,2018
0,Kenner,Comic Book Heroes,Aquaman,Used,,DC Universe,,123927744242,5.99,1,"Oct 14, 2019",5in.,"DC Universe Total Justice League JLA AQUAMAN - ZAURIEL 5"" Figure Lot Kenner",Action Figure,1996
0,Mattel,Sports,ANDRE THE GIANT,Used,2002-Now,WWE,,163904494326,17.99,1,"Oct 14, 2019",7in.,WWE WWF WCW Mattel Basic Battlepacks 33  - ANDRE THE GIANT - 2011 Action Figure,Action Figure,2011
0,Hasbro,Military & Adventure,Snake Eyes Kick Start,Used,,GI Joe,,163905022553,32.0,1,"Oct 14, 2019",3.75in.,GI Joe Vintage BMX KICK START 1983 Snake Eyes Red Laser Custom Limited Figure!,Action Figure,1983
0,Hasbro,Comic Book Heroes,Iron Man,Used,,Iron Man,,123938630349,15.0,1,"Oct 14, 2019",6.5in.,"Marvel Legends Iron Monger 6"" Iron Man MK42 Action Figure Hasbro 2012",Action Figure,2012
0,Unbranded,Transformers & Robots,,Used,1980-2001,Transformers,,133126748922,17.5,1,"Oct 14, 2019",,Vintage 1980s Japan Transformers VW Bug Rare VHTF,Action Figure,1980
0,Hasbro,"TV, Movie & Video Games",C-3P0 (Resistance Base) #29,New,2002-Now,Star Wars,,352800186431,16.5,1,"Oct 14, 2019",6in.,"Star Wars Black Series C-3P0 Red Arm (Resistance Base) #29 6"" Inch Figure New",Action Figure,2016
1,Hasbro,"TV, Movie & Video Games",Darth Malgus,New,,Star Wars,,274042015299,29.5,1,"Oct 14, 2019",3.75in.,Star Wars The Black Series Darth Malgus 3.75' Action Figure,Action Figure,
0,,"TV, Movie & Video Games",,Used,,,,113909777779,50.0,1,"Oct 14, 2019",,"Flash Gordon action figures, 1979, vintage",Action Figure,1979
0,Kenner,Transformers & Robots,Cheetor,Used,,Transformers,,323947565891,50.0,1,"Oct 14, 2019",3.75 in,Transformers Beast Wars Cheetor Figure Kenner 1998 Aus Seller ,Action Figure,1998
0,Hasbro,Transformers & Robots,Ramulus,Used,,Transformers,,323943464273,60.0,1,"Oct 14, 2019",6 in,Transformers Beast Wars Transmetals 2 Ramulus Figure Hasbro 1999 Aus Seller ,Action Figure,1999
0,Star Wars,"TV, Movie & Video Games",,New,,,,123905634038,4.99,1,"Oct 14, 2019",,Star Wars Revenge of the Sith Yoda with Spinning Attack! Action Figure,Action Figure,
0,Kenner,Sports,,New,,,,163875481891,1.99,1,"Oct 14, 2019",,1997 Starting Lineup Cooperstown Dottie Kamenshek Figure New In Original Package,Action Figure,1997
0,Unbranded/Generic,"TV, Movie & Video Games",,New,,Super Mario Bros.,,401833110498,12.33,2,,,Bridal Wedding Crystal Rhinestone Hair Headband Crown Comb Tiara Prom Pageant,Action Figure,2017
0,Irwin Toys,Anime & Manga,Spopovich,Used,,Dragon Ball Z,,362771912651,7.99,1,"Oct 14, 2019",,Dragon Ball Z Spopovich Action Figure Irwin,Action Figure,
1,Disney,"TV, Movie & Video Games",Captain Phasma,New,,,,123931607809,3.38,1,"Oct 14, 2019",,40th Anniversary Black Titanium Series 2 Captain Phasma Die Cast Action Figure,Action Figure,
1,Sectaurs,"TV, Movie & Video Games",,New,1984,Sectaurs,,401919908043,500.0,1,"Oct 14, 2019",, Vintage original box!!!! sectaurs action figure lot. Original box!!,Action Figure,
1,JAKKS Pacific,Sports,The Undertaker,New,,WWE,,183985964315,8.0,1,"Oct 14, 2019",,WWF/WWE THE UNDERTAKER R3 TECH Series 2 NEW/NEAR MINT IN BOX,Action Figure,
