bids,brand,character,era,franchise,price,sell_date,size,title,toy_type,year
9,Hasbro,Princess Leia,2002-Now,Star Wars,15.0,"Oct 10, 2019",3.75in.,2004 Hasbro Star Wars Saga VOTC Vintage Princess Leia Organa Action Figure,Action Figure,2004
0,Mattel,Chris Jericho,2002-Now,WWE,5.5,"Oct 10, 2019",7in.,"CHRIS JERICHO 7"" WWE WRESTLING ROYAL RUMBLE 2010 ACTION FIGURE TOY MATTEL",Action Figure,2010
0,Hasbro,,,GI Joe,25.99,"Oct 10, 2019",3.75in.,Vintage Hasbro 1992 GIJoe Battle Corps Mutt Loose Figures Lot of 2,Action Figure,1992
0,LJN,,1980-2001,ThunderCats,69.99,"Oct 10, 2019",,* Vintage Original 1987 LJN Thundercats Pumyra,Action Figure,1987
0,ToyBiz,The King,2002-Now,The Lord of the Rings,125.0,"Oct 10, 2019",10in.,NEW LOT OF 8 LORD OF THE RINGS RETURN OF THE KING TOY BIZ ACTION FIGURES RARE,Action Figure,
0,Hasbro,Dash,,,17.0,"Oct 10, 2019",,"Star Wars Shadows of the Empire Swoop, Dash Render, Leia Boushh, Luke Imperial",Action Figure,
0,21st Century Toys,,,,5.99,"Oct 10, 2019",,USMC Shotgunner - Claymore Mines & Pouch - 1/6 Scale - 21 Toys Action Figures,,
0,21st Century Toys,,,,4.99,"Oct 10, 2019",,SEAL Stoner Gunner - Belt Set w/ Pouches #1 - 1/6 Scale - 21 Toys Action Figures,,
0,GI JOE,,,,2.99,"Oct 10, 2019",,Revolutionary Minuteman - Boots - 1/6 Scale - GI JOE Action Figures,,
0,MATTEL,,,Big Jim,50.0,"Oct 10, 2019","10""","BIG JIM MATTEL BIG JEFF      "" EAGLE SET  "" RARE PLAYSET      ,NICE",Action Figure,
0,Hasbro,Cobra Commander,,GI Joe,49.95,"Oct 10, 2019",,Vintage Mint 1982 - 1983 GI JOE Hasbro Cobra Commander RARE HARD TO FIND CLASSIC,Action Figure,1983
1,Hasbro,Hero,,GI Joe,12.99,"Oct 10, 2019",11.,VTG.  GI JOE ACTION FIGURE ball jointed  Real Heroes missing hand,Action Figure,
0,Kenner,Dianoga Trash Compactor Monster,Pre-1980,Star Wars,39.95,"Oct 10, 2019",4.5in.,Vintage Star Wars Death Star Trash Compactor Monster Dianoga Kenner 1978,Action Figure,1978
0,Mattel,,,WWE,135.0,"Oct 10, 2019",,WWE CUSTOM ELITE KENNY OMEGA FIGURE MATTEL AEW NJPW BULLET CLUB ROH,Action Figure,
0,Kenner,,,,2.99,"Oct 10, 2019",5in.,Latrell Sprewell Action figure toy 1997 Starting Lineup used Loose 5 Inch Kenner,Action Figure,1997
0,Max Factory,,,,200.0,"Oct 10, 2019",,Figma Bloodborne Hunter GSC Messengers exclusive by Max Factory Goodsmile,Action Figure,2018
0,Hasbro,Spider-Ham,,Spider-Man,34.0,"Oct 10, 2019",6in.,Venom Marvel Legends Spider-Ham 6-Inch Action Figure Spiderverse Spider-Man,Action Figure,
0,Hasbro,Stormtrooper,2002-Now,Star Wars,21.99,"Oct 10, 2019",6in.,"NEW Star Wars Black Series 40th Anniversary Stormtrooper 6"" - opened package",Action Figure,2017
0,Hasbro,Stormtrooper,2002-Now,Star Wars,38.99,"Oct 10, 2019",6in.,"Star Wars Black Series 6"" Inch Stormtrooper 40th Anniversary",Action Figure,2017
12,Marvel Toys,Spider-Man,1980-2001,Spider-Man,28.0,"Oct 10, 2019",6in.,MAN SPIDER Marvel Legends Toy Biz 2000 Amazing Spider Man Classics Peter Parker,Action Figure,2000
1,FUNKO,Frankenstein,2002-Now,Universal Monsters,5.0,"Oct 10, 2019","3 3/4"" inch","FRANKENSTEIN Universal Monsters 3 3/4"" inch Reaction Action Figure Series 1 2014",Action Figure,2014
0,Marvel,Hero,2002-Now,Spider-Man,8.39,"Oct 10, 2019",12in.,Big Spider-Man Titan Hero Series Action Figure Toy Marvel Large 12 Inch For Kids,Action Figure,2017
0,Hasbro,,1982 - 2000,GI Joe  Cobra,100.0,"Oct 10, 2019",3.75in.,GI JOE -- LOT OF 50 VINTAGE FILE CARDS --1980s,Action Figure,1980s
0,Hasbro,Ninja,,GI Joe,16.5,"Oct 10, 2019",3.75in.,GI Joe 25th Anniversary COBRA NINJA VIPER (v2) 2008 Loose 100% Complete [216],Action Figure,2008
0,McFarlane Toys,,,,37.99,"Oct 10, 2019",,The Dark Ages Mandarin Spawn The Scarlet Edge Blue Variant Figure McFarlane Toys,,
1,DC Comics,Blue,,Batman,8.99,"Oct 10, 2019",7in.,"Mattel DC Comics 7"" Blue Bat suit Batman Action Figure ",Action Figure,
1,Unbranded,THE GOVERNOR,,THE WALKING DEAD,7.0,"Oct 10, 2019",5in.,The Walking Dead The Governor Series Four NIP SEALED MCFARLANE FREE SHIPPING,Action Figure,2013
0,Action Figure,Naruto,,Naruto,34.84,"Oct 10, 2019",20cm,Naruto Action Figure Uzumaki Naruto Kurama Figure Toy 200MM,Action Figure,
0,McFarlane Toys,Elvis Presley,2002-Now,Elvis Presley,13.0,"Oct 10, 2019",7in.,Elvis Presley Aloha Hawaii Concert McFarlane Toys Action Figure Used,Action Figure,2008
2,McFarlane Toys,Spawn,,,16.5,"Oct 10, 2019",,SPAWN DARK AGE #23 CLASSIC COMIC COVERS SERIES #24 MCFARLANE TOYS ACTION FIGURE ,Action Figure,
1,Mego,Robin,Pre-1980,Batman,39.99,"Oct 10, 2019",8in.,"Mego DC 8"" Figure Robin Action Figure",Action Figure,1970's
0,Hasbro,R5-D4,1980-2001,Star Wars,9.99,"Oct 10, 2019",3.75in.,Star Wars The Power Of Force R5-D4 Droid Action Figure Red Card 1996,Action Figure,1996
0,Kidrobot,Spike,2002-Now,,8.88,"Oct 10, 2019",3in.,"Kidrobot Travis Cain Bffs Jordan & Spike 3"" Vinyl Series 2 Sneaker & Nail Art",Action Figure,
0,Nintendo,Mario,,Nintendo,12.99,"Oct 10, 2019",5in.,World of Nintendo  Propeller Mario 4-5 Inch Figure NEW ,Action Figure,2018
0,Funko,,,,39.99,"Oct 10, 2019",,Funko Pulp Fiction Series 2 - The Gimp ReAction Figure EC-4151,,
0,Mattel,Pat Patterson,2002-Now,WWE,20.0,"Oct 10, 2019",6in.,WWE Elite Series 68 PAT PATTERSON Walmart Exclusive Collector's Edition ,Action Figure,2019
0,Mattel,Hurricane,1980-2001,WWE,13.0,"Oct 10, 2019",7in.,2010 WWE Mattel Basic Series 5 Shane Hurricane Helms Action Figure Rare Mint WCW,Action Figure,2010
0,Bandai,,,Power Rangers,26.0,"Oct 10, 2019",,Power Rangers Action Figures Lot of 20 Characters Plus Vehicles,Action Figure,
0,Mattel,Marshall Bravestarr,1980-2001,Bravestarr,29.99,"Oct 10, 2019",,Vintage Marshall Bravestarr Tex Hex with Vests Guns Holsters Mattel 1986,Action Figure,1986
0,Marvel,Moon Knight,,,59.0,"Oct 10, 2019",,"Marvel Select Moon Knight Special Edition Action Figure, New",Action Figure,
1,,Sanji,,one-piece,0.99,"Oct 10, 2019",7✖️3.5✖️2cm,ONE-PIECE Sanji Figure 7✖️3.5✖️2cm,Action Figure,
0,Hasbro,,,Marvel Legends Defenders,205.0,"Oct 10, 2019",,SDCC Marvel LEGENDS Defenders Rail Authority Action Figures 5-Pk Hasbro UNOPENED,Action Figure,2018
0,Hasbro,,,Star Wars,37.99,"Oct 10, 2019",6in.,HASBRO STAR WARS BLACK SERIES 6 inch CARBONIZED THE MANDALORIAN ACTION FIGURE,Action Figure,
1,Playmates Toys,Raphael,1980-2001,Teenage Mutant Ninja Turtles,12.0,"Oct 10, 2019",,Teenage Mutant Ninja Turtles TMNT Mike Sewer Surfer Michaelangelo 100% Complete,Action Figure,1990
0,Hasbro,,2002-Now,Star Wars,5.98,"Oct 10, 2019",3.75in.,"custom *space cadet* figure  Star Wars 3.75"" loose ",Action Figure,
0,Unbranded,,,GI Joe,80.0,"Oct 10, 2019",3.75in.,"NIGHT OPS 2 FIGURES PRIVATE AUCTION FOR EBAY MEMBER ""pinktheresa93",Action Figure,
0,Unbranded/Generic,John Wick,,,21.7,"Oct 10, 2019",approx.17Cm,John Wick Action Figure Collection Model New Arrival In Box 17cm Kids Gift Toy,Action figure,
0,Hasbro,,,,32.95,"Oct 10, 2019",5in.,INDIANA JONES RAIDERS OF THE LOST ARK FIGURE SET * TEMPLE TRAP *,Action Figure,
0,Hasbro,Boba Fett,2002-Now,Star Wars,5.99,"Oct 10, 2019",3.75in.,"Star Wars Force Awakens ESB 3.75"" Figure Armor Up Series BOBA FETT Bounty Hunter",Action Figure,2015
0,Hasbro,,,Indiana Jones,32.95,"Oct 10, 2019",5in.,INDIANA JONES RAIDERS OF THE LOST ARK FIGURE SET * TEMPLE PITFALL *,Action Figure,
0,Joyride,,,Halo,31.99,"Oct 10, 2019",,Joyride Studios Halo Red Covenant Grunt Series 5 Action Figure,Action Figure,
0,Mattel,He-Man,1980-2001,Masters of the Universe,64.99,"Oct 10, 2019",,Masters of the Universe MOTU vintage Skeletor & Panthor Action Figure,Action Figure,1988
2,,Roronoa Zoro,,one-piece,0.99,"Oct 10, 2019",4✖️3.5✖️3cm,ONE-PIECE Roronoa Zoro Figure 4✖️3.5✖️3cm,Action Figure,
0,Hasbro,Nitro Viper,,GI Joe,25.0,"Oct 10, 2019",,Vintage 1993 Hasbro GI Joe Cobra Nitro Viper Action Figure,Action Figure,1993
2,mattel,,,WWE,3.0,"Oct 10, 2019",,wwe wwf mattel elite bray wyatt series #36 action figure new hat apron lantern,Action Figure,
0,LJN,,,WWE,199.99,"Oct 10, 2019","7-8""",WWF LJN Carded Junk Yard Dog,Action Figure,
0,Kenner,Batman,1980-2001,Batman,9.99,"Oct 10, 2019",5in.,1995 Vintage Transforming Bruce Wayne Action Figure DC Comics Batman  Kenner,Action Figure,1995
0,Kenner,Batman,1980-2001,Batman Forever,4.49,"Oct 10, 2019",,Kenner Batman Forever Night Hunter Batman 1995 Vintage DC Comics Action Figure,Action Figure,1995
0,Best,Jerome Betts,,,23.95,"Oct 10, 2019",10in.,Best Talking Football NFL Action Figure Jerome Bettis Pittsburgh Steelers ,Action Figure,1997
0,Unbranded,Highlander,,,39.95,"Oct 10, 2019",3 3/4,Custom made 3 3/4 Highlander Connor MacLeod Vintage Style Action Figure,Action Figure,
0,Hasbro,Thor,2002-Now,Thor,32.97,"Oct 10, 2019",,MARVEL LEGENDS THOR RAGNAROK SKURGE & HELA 2 PACK!,Action Figure,2019
0,roblox,Hexogen Cave Man,,Roblox,12.99,"Oct 10, 2019",4in.,ROBLOX Series 6 Figure Heroes Of Robloxia Cosminus With Code,Action Figure,
0,Dragon Action Figures,Dragon,,,99.0,"Oct 10, 2019",,Dragon 1/6 - WW2 - Eastern Front 1944 - Blitz & Horst #70020,Action Figure,
0,Star Ace Toys,Hermione Granger,,Harry Potter,146.0,"Oct 10, 2019",12 Inch,Star Ace Harry Potter & Prisoner of Azkaban Hermione Granger Teenage ver. 1/6,Action Figure,
0,Mego,,Pre-1980,Marvel Universe,45.0,"Oct 10, 2019","8""","Vintage 1974 Mego SPIDERMAN Complete 8""  1 Action Figure",Action Figure,1974
0,Mattel,,,,40.46,"Oct 10, 2019",,WWE Mankind Amazon Exclusive WWF Wrestling Action Figure,,
0,Hot Toys,Groot,,Guardians of the Galaxy,230.0,"Oct 10, 2019",12in.,Hot Toys Avengers: Infinity War GROOT 1/6 Scale Figure MMS475 Guardians Galaxy,Action Figure,2018
0,McFarlane Toys,,2002-Now,Terminator,35.0,"Oct 10, 2019",7in.,2002 McFarlane Movie Maniacs Series 5 T-800 Endoskeleton Figure Terminator 2 T2,Action Figure,2002
0,Hasbro,First Order Flametrooper,2002-Now,Star Wars,7.95,"Oct 10, 2019","3.75""","First Order Flametrooper Armor Up Star Wars Force Awakens 3.75"" Action Figure",Action Figure,2015
0,Marvel Legends,Ulysses Klaue,2002-Now,Marvel Universe,11.77,"Oct 10, 2019",6in.,Marvel Studios Legends Series  Red Skull Action Figure ,Action Figure,2019
0,Mattel,Ares,2002-Now,DC Universe,44.99,"Oct 10, 2019",6in.,DC Universe Classics Ares DCUC from Despero BAF CNC Wave 4 Complete Wonder Woman,Action Figure,
0,Hot Toys,Deathstroke,,DC Universe,239.99,"Oct 10, 2019",1/6th Scale,Hot Toys Batman: Arkham Origins VGM30 Deathstroke 1/6 Scale Collectible Figure ,Action Figure,2019
0,Marvel Legends,Iron Spider,2002-Now,Marvel Universe,45.0,"Oct 10, 2019",6in.,Marvel legends baf Apocalypse head ,Action Figure,2018
0,Marvel,The Hulk,,Marvel Universe,23.0,"Oct 10, 2019",3.75in.,"Marvel Universe Hulk Figures (Lot of 3) 3.75"" Loose",Action Figure,
0,Hasbro,Ahsoka Tano,,Star Wars,4.85,"Oct 10, 2019",3.5in.,"Star Wars Action Figure lot 4  AHSOKA TANO, Darth Vader, Chewbacca, Jyn Erso ",Action Figure,
0,Hasbro,,,Marvel Universe,14.24,"Oct 10, 2019",6in.,"Marvel Legends 6"" scale figure Storm Apocalypse series complete excellent",Action Figure,
0,Hasbro,,,GI Joe,30.0,"Oct 10, 2019","3.75""",GI JOE COBRA EELS V1 $4.00 S/H 100% COMPLETE W/PEACH FILECARD FC VINTAGE 1985,Action Figure,1985
0,Hasbro,Grunt,,GI Joe,36.99,"Oct 10, 2019",3.75in.,Vintage GI Joe 1982 Straight Arm Grunt Complete with File Card Hasbro 1982,Action Figure,1982
0,Hasbro,,,GI Joe,2.95,"Oct 10, 2019",,GI Joe Accessory  2008 Snake Eyes V31            Combat Harness / Web Gear,Action Figure,
3,McFarlane Toys,Skullsplitter,2002-Now,Spawn,12.5,"Oct 10, 2019",6in.,SPAWN: Skullsplitter (Series 22) Action Figure - Original & Unopened,Action Figure,
1,Mattel,Faker,1980-2001,Masters of the Universe,56.0,"Oct 10, 2019",,"MOTU, Faker, Vintage, Masters of the Universe, He-Man, complete, figure, sword",Action Figure,1980's
0,JAKKS Pacific,Tazz,2002-Now,WWE,9.98,"Oct 10, 2019",,TAZZ Jakks 2005 WWE Wrestling Figure ECW Taz Deluxe Aggression Orange/Black Gear,Action Figure,2005
0,JAKKS Pacific,Tommy Dreamer,2002-Now,WWE,9.97,"Oct 10, 2019",7in.,Tommy Dreamer Jakks Action Figure 2003 Ecw Wwe Wwf ,Action Figure,2003
0,Marvel Hasbro,Thor,2002-Now,Marvel Avengers,16.95,"Oct 10, 2019",6in.,"Marvel Avengers Infinity War Thor 6"" Action Figure Infinity Stone Axe Hero",Action Figure,2017
0,Hasbro,Optimus Prime,2002-Now,Transformers,40.0,"Oct 10, 2019",10 in.,Transformers Titans Return Powermaster Optimus Prime Leader Class USED,Action Figure,
0,Mattel,Hornswoggle,2010-Now,WWE,39.99,"Oct 10, 2019",6in.,WWE Wrestling Mattel Elite Series 7 Hornswoggle Figure Complete with Accessories,Action Figure,2012
0,Hasbro,,,Gi  Joe,7.99,"Oct 10, 2019",3.75in.,Vintage 1988 GI JOE Iron Grenadiers Figure Hasbro,Action Figure,1988
0,Mattel,Man-E-Faces,,Masters of the Universe,7.99,"Oct 10, 2019","5.5""","Vintage He-Man MOTU MAN-E-FACES Action Figure, Masters of the Universe 1982 ",Action Figure,1982
1,Mattel,,,WWE,70.0,"Oct 10, 2019",,WWE Superstar Series #10 - Jack Swagger Collectable Figure NEW IN PACKAGE ,Action Figure,
0,Hasbro,,2002-Now,X-Men,41.73,"Oct 10, 2019",6in.,Marvel Legends Hasbro Dani Moonstar New Mutants Walgreens Exclusive Figure,Action Figure,2019
10,Funskool,,,GI Joe,17.04,"Oct 10, 2019",3.75in.,"gi joe funskool india Lot 2 Quick Kick And Airtight MOC, Carded",Action Figure,
0,Hasbro,Dusty,,GI Joe,8.5,"Oct 10, 2019",3.75in.,Vintage GI Joe 1980s Dusty FAMAS Rifle Gun Accessory + 9 Cardback Cutouts. ,Action Figure,1980s
0,Kenner,Batman,1980-2001,Batman,14.99,"Oct 10, 2019",5in.,The Dark Knight Collection BATMAN Tec-Shield Action Figure - Kenner 1990,Action Figure,1990
0,Kenner,Shish Kebab,1980-2001,Beetlejuice,9.99,"Oct 10, 2019","5""",Vintage Shish Kebab Beetlejuice with Scary Skewers Sealed Kenner 1989,Action Figure,1989
1,Mattel,,1980-2001,Masters of the Universe,199.99,"Oct 10, 2019",,"Masters of the Universe, Mosquitor",Action Figure,1980's
0,Mattel,Kevin Owens,2002-Now,WWE,13.98,"Oct 10, 2019",6in.,WWE KEVIN OWENS FIGURE ELITE 66 MATTEL MOC NEW KO NXT ,Action Figure,2018
0,Hasbro,,,,5.99,"Oct 10, 2019",,"Battle Beasts.Hasbro Series 3, #65 Tanglin Pangolin, Working Rub (Fire) figure",Action Figure,
0,Bandai,,,,108.0,"Oct 10, 2019",,Mawe & Nausicaa Full Action Ver. Studio Ghibli Laputa Castle in the Sky -BANDAI-,Action Figure,
8,21st Century Toys,,,Ultimate Soldier,102.7,"Oct 10, 2019",,M2 FIGHTING VEHICLE WITH ACTION FIGURE 1:18 ULTIMATE SOLDIER XD FACTORY SEALED,Action Figure,2003
0,Marvel Hasbro,Thor,2002-Now,Marvel Avengers,14.99,"Oct 10, 2019",6in.,"Marvel Avengers Infinity War Thor 6"" Action Figure Infinity Stone Axe Hero Gift",Action Figure,2017
0,Jada Toys,Spider-Man,,MARVEL,25.0,"Oct 10, 2019",2in.,NANO METALFIGS MARVEL WAVE 3 MV52 SPIDER-MAN AND RED HULK MV46 EXCLUSIVE!!,Action Figure,2017
0,Hasbro,Emperor Palpatine,2002-Now,Star Wars,60.0,"Oct 10, 2019",6in.,"IN HAND Star Wars Black Series 6"" EMPEROR PALPATINE & THRONE Amazon Exclusive",Action Figure,2019
0,NECA,Death,,Harry Potter,6.98,"Oct 10, 2019",7in.,"Neca Harry Potter 7"" Death Eater Action Figure",Action Figure,
0,,Arya Stark,,Game of Thrones,13.99,"Oct 10, 2019",,Game of Thrones Arya Stark action figure,Action Figure,
1,Hasbro,Pirate,,Pirates of Dark Water,14.99,"Oct 10, 2019",,Ren Pirates of Dark Water Hasbro Figure 1990 New Sealed On Card,Action Figures,1990
0,Hasbro,,,GI Joe,24.0,"Oct 10, 2019",3.75in.,HASBRO GI JOE 1989 V1 COBRA ALLEY-VIPER FIGURE Mostly Complete,Action Figure,1989
0,Trendmasters,,,Godzilla,199.99,"Oct 10, 2019",,HUGE Trendmasters American Kaiju Zilla Ultimate Godzilla 24” Action Figure A15,Action Figure,
0,Bandai,,,Godzilla,24.99,"Oct 10, 2019",,Bandai TOHO Monster Kaiju Godzilla Manda Snake 4” Vinyl Action Figure GZ17,Action Figure,
0,M1,,,Ultraman,99.99,"Oct 10, 2019",,M1 Tsuburaya Kaiju Ultraman Hayata Space Orb 8” Sofubi Vinyl Action Figure 2000,Action Figure,
0,Mattel,,,WWE,8.99,"Oct 10, 2019","6-1/2""","2017 Bret Hitman Hart Wrestling Action Figure WWE Mattel WCF WWF 6-1/2"" VGC",Action Figure,2017
0,MIGHTY JAXX,,,,97.8,"Oct 10, 2019",,4D Master MIGHTY JAXX DC Comics Batman Funny Anatomy Toy by Jason Freeny,,
0,Hasbro,Captain America,,Marvel Universe,29.99,"Oct 10, 2019","6""",Marvel Legends Captain America Infinity War Thanos BAF BRAND NEW,Action Figure,
0,McFarlane Toys,,,,22.0,"Oct 10, 2019",,NHL McFARLANE LEGENDS SERIES 8 TERRY O'REILLY BOSTON BRUINS NIP FIGURE ,Action Figure,
0,Knock Off,Splinter Michelangelo Donotello Leo Raph,2002-Now,Teenage Mutant Ninja Turtles,24.49,"Oct 10, 2019","4 1/2""",Teenage Mutant Ninja Turtles Movie Star KO Bootleg Figure Lot 6 TMNT 1999 Vtg,Action Figure,1999
0,Kenner,,,Batman,20.0,"Oct 10, 2019",,Kenner Batman Dark Knight Collection and Batman Returns Action Figure Lot of 2,Action Figure,
0,WWE,The Undertaker,,,29.88,"Oct 10, 2019",,Undertaker WWE Elite Hall Of Champions Figure MOC Target Exclusive,,
0,Hasbro,Kit Fisto,,Star Wars,43.0,"Oct 10, 2019",3 3/4,2010 Star Wars Clone Wars lot,Action Figure,2010
0,REPRODUCTION,,,GI Joe,20.0,"Oct 10, 2019",12in.,"GI JOE - 1996-NON MOVABLE FINGERS,  -  12"" ACTION FIGURE  1/6 SCALE 1:6 21st- KR",GUN,
0,DC Direct,Superman,2002-Now,Justice League,17.99,"Oct 10, 2019",6in.,"DC Direct - JLA Series 1 SUPERMAN 6"" Action Figure",Action Figure,
0,Funko,,,,11.23,"Oct 10, 2019",Does Not Apply,Funko DC Primal Age: Series 2 - Black Manta™ Action Figure Item #35306,Does Not Apply,
0,Funko,,2002-Now,,10.24,"Oct 10, 2019",Does Not Apply,Funko Pop Disney Gargoyles: Brooklyn Vinyl Figure Item #30949,Action Figure,2018
0,Funko,,,,24.54,"Oct 10, 2019",Does Not Apply,Funko DC Primal Age: Series 2 - Krypto the Superdog™ Vinyl Collectible #35310,Does Not Apply,
0,Funko,Frodo Baggins,2002-Now,Lord of the Rings,10.97,"Oct 10, 2019",3.75in.,Funko Pop Movies: The Lord of the Rings - Saruman Vinyl Figure Item #13555,Action Figure,2017
0,Funko,,,,9.45,"Oct 10, 2019",Does Not Apply,Funko DC Primal Age: Series 2 - Bizarro™ Action Figure Item #35328,Does Not Apply,
0,Hasbro,BOM VIMDIN,,Star Wars,7.99,"Oct 10, 2019",3.75in.,STAR WARS the vintage collection BOM VIMDIN cantina patron alien ANH VC53,Action Figure,
0,Mattel,,,Street Sharks,36.0,"Oct 10, 2019",,1994 Street Sharks Dr. Piranoid 1995 Powerbite Power Bite Action Figure Lot,Action Figure,1994
0,Mattel,Shadow Weaver,2002-Now,Masters of the Universe,125.0,"Oct 10, 2019",,"MOTUC, Shadow Weaver, complete, figure, Masters of the Universe Classics Bio",Action Figure,2000's
0,Hasbro,TIE Fighter Pilot,2002-Now,Star Wars,19.95,"Oct 10, 2019",6in.,"2015 Hasbro Star Wars Black 6"" The Force Awakens First Order Tie Fighter Pilot ",Action Figure,2016
0,Mattel,Villain,,Batman,28.0,"Oct 10, 2019",about 4 inches tall,BATMAN ARKHAM ORIGINS game villain BLACK MASK figure DC MULTIVERSE 6”,Action Figure,
0,American character,Little Joe CARTWRIGHT,1960s,Action Man,74.99,"Oct 10, 2019",7.25in.,T7 LITTLE JOE Cartwright BOX Bonanza Full Action Man AMERICAN CHARACTER Rate 8/9,Action Figure,
0,McFarlane Toys,,2002-Now,NFL,9.98,"Oct 10, 2019",6in.,Andrew Luck Indianapolis Colts NFL 33 McFarlane White Jersey ,Action Figure,
0,Hasbro,Snake Eyes,,GI Joe,22.46,"Oct 10, 2019",6in.,"HASBRO G.I JOE COBRA SIGMA SIX 6"" ARCTIC SNAKE EYES W/ TIMBER ACTION FIGURE LOT",Action Figure,2005
1,Mego,Duke,,Dukes of Hazzard,9.99,"Oct 10, 2019",,Boss Hogg Dukes Of Hazzard Action Figure Mego,Action Figure,
1,Mattel,Yao & Ling,1980-2001,Mulan,25.0,"Oct 10, 2019",4.5in.,"Rare VTG 1997 Disney Mulan Lot - Warrior Milan, Yao & Ling, Shan Yu Mattel A",Action Figure,1998
0,DC Comics,Batman,,Batman,3.69,"Oct 10, 2019",,Batman Vintage 1985 4” Cup Holder Action Figure DC Comics Robert Demars Blue,Action Figure,1985
0,Marvel,Hero,2002-Now,Marvel Universe,120.0,"Oct 10, 2019",12in.,"2019 Marvel Avengers EndGame Titan Hero Series 12"" Action Figures Team Pack of 8",Action Figure,2019
1,Hasbro,TIE Fighter Pilot,2002-Now,Star Wars,12.99,"Oct 10, 2019","6"" Scale","🔥Star Wars #05 Tie Fighter Pilot Black Series 6"" AUTHENTIC Rare Ships Globally",Action Figure,2014
1,Underground Legion,Gi Joe,1964-Now,GI Joe,8.0,"Oct 10, 2019",12in.,GI Joe Adventure Team Frankenstein  ,Action Figure,2019
1,Underground Legion,Gi Joe,1964-Now,GI Joe,18.0,"Oct 10, 2019",12in.,GI Joe Adventure Team Intruder ,Action Figure,2019
0,Hot Toys,Silk Spectre II,,The Watchmen,229.0,"Oct 10, 2019",12in.,*BRAND NEW* Hot Toys The Watchmen Silk Spectre II 12 Inch Figure 1/6,Action Figure,
5,Underground Legion,Gi Joe,1964-Now,GI Joe,32.56,"Oct 10, 2019",12in.,GI Joe Adventure Team Outlander ,Action Figure,2019
0,Action,Tom,,GI Joe,149.0,"Oct 10, 2019","12""","GI JOE  ACTION TEAM ADVENTURE TEAM   "" BLACK COMMANDER   ""  RARE FIGURE ",Action Figure,
0,Mattel,He-Man,,Masters of the Universe,76.0,"Oct 10, 2019",,Mattel MOTU Masters of the Universe Classics ANTI-ETERNIA HE-MAN Figure (2014),Action Figure,2014
0,Mattel,He-Man,,Masters of the Universe,99.95,"Oct 10, 2019",,MOTU Vintage HE-MAN Figure Complete Masters of the Universe 1982 Mattel,Action Figure,1982
0,McFarlane Toys,LeSean McCoy,2002-Now,,12.95,"Oct 10, 2019",6in.,NEW McFarlane NFL Series 25 Philidelphia Eagles LeSean McCoy Green Jersey NIB,Action Figure,2010
0,Funko,Pop,,Star Wars,69.95,"Oct 10, 2019",,The Mandalorian Star Wars NYCC FUNKO POP VINYL NEW in Mint BOX + Pop Protector ,Action Figure,2019
0,NA,,,,108.0,"Oct 10, 2019",,Saint Seiya Myth cloth Pegasus Seiya Heaven Tenkai Hen Introduction Overture,,
0,Marvel Legends,KLAW,2002-Now,Klaw,19.99,"Oct 10, 2019",6in.,"Marvel Legends 6"" KLAW Action Figure Terrax BAF Sealed Unopened",Action Figure,
0,Hasbro,Cobra Commander,,GI Joe,34.99,"Oct 10, 2019",3.75in.,Vintage GI Joe Cobra 1982 Sears Missile Command Cobra Officer file card Minty,Action Figure,1982
0,Hasbro,,,GI Joe,27.5,"Oct 10, 2019",3.75in.,Vintage 1988 GI Joe Cobra HIT & RUN Figure Complete,Action Figure,1988
0,Kenner,Strike Hammer Macbeth,1980-2001,Gargoyles,14.99,"Oct 10, 2019","6""","Disney Gargoyles Strike Hammer Macbeth 6"" Figure w/ weapons Kenner 65534 1995",Action Figure,1995
