bids,brand,character,era,franchise,price,sell_date,size,title,toy_type,year
0,Marchon,Blood,,M-Force Military Muscle,19.99,"Oct 10, 2019",7in.,Vintage 1985 M-Force Military Muscle BLOOD Action Figure Marchon,Action Figure,1985
0,Hasbro,,1980-2001,GI Joe,50.0,"Oct 10, 2019",,Vintage LOT - GI JOE - 80s 90s Action Figures (15) with accs.,Action Figure,
0,Hasbri,,,,38.88,"Oct 10, 2019",12in.,Hasbro 1997 GI Joe WWII Forces Meal Of Honor Francis S. Currey Action Figure MIB,Action Figure,1997
0,Hasbro,,,GI Joe,18.77,"Oct 10, 2019",3.75in.,GI JOE FIREFLY & UNDERTOW set - NEW,Action Figure,
1,Hasbro,,,GI Joe,39.99,"Oct 10, 2019",3.75in.,Vintage GI Joe Hammer Near Complete Good Condition Hummer Humvee ARAH 1989,Action Figure,1989
2,Hasbro,D-DAY SALUTE,,GI Joe,12.5,"Oct 10, 2019",12in.,GI JOE CLASSIC COLLECTION D-DAY SALUTE HOLIDAY FIGURE 1997 NIB,Action Figure,1997
0,Jazwares,Carbide,2002-Now,Fortnite,8.95,"Oct 10, 2019",4in.,Fortnite Epic Games CARBIDE Solo Mode Figure Jazwares 2018 NEW in Package,Action Figure,2018
0,Hot Toys,Iron Man,,Marvel Universe,275.0,"Oct 10, 2019",12in.,HOT TOYS MARVEL 1:6 WAR MACHINE FIGURE MMS120 IRON MAN 2 JAMES RHODES Rhodey,Action Figure,2010
0,Funko,,,,15.0,"Oct 10, 2019",Does Not Apply,Funko Pop King of Sports New Japan Pro-Wrestling: Kenny Omega ,Action Figure,
0,Tokidoki,,,,11.16,"Oct 10, 2019",3in.,"Tokidoki UNICORNO SERIES 6 GALACTICA 3"" Mini Vinyl Figure Toy Opened Blind Box",Action Figure,2017
0,Disney,Droid,2002-Now,Star Wars,8.0,"Oct 10, 2019",2in.,Disney Star Wars Droid Factory Figure,Action Figure,
0,hasbro,emma frost walgreens,2002-Now,marvel legends,29.99,"Oct 10, 2019",6 inch,marvel legends emma frost walgreens exclusive mp,Action Figure,2019
1,FUNKO,,,Funko,0.01,"Oct 10, 2019",4in.,Funko POP! 2 Pack NIP Marvel BEST BUY Gamerverse BLACK PANTHER MONSTER HUNTER,Action Figure,
0,Kenner,Darth Vader,1980-2001,Star War Return of Jedi,175.0,"Oct 10, 2019",3.75in.,1983 Vintage Kenner Star Wars Return of the Jedi Darth Vader Action Figure,Action Figure,1983
0,Mattel,Mechanic,,,54.95,"Oct 10, 2019",,Vtg Mattel Computer Warriors Pepsi Can GRIDD Heroic Mechanic Specialist 1989,,1989
0,Hasbro,,,GI Joe,13.99,"Oct 10, 2019",3.75in.,VINTAGE GI JOE - PART - 1984 - WHALE HOVERCRAFT - MISSILE BOX ARM,Action Figure,1982
14,Marvel Toys,Judge Dredd,2002-Now,Judge Dredd,73.0,"Oct 10, 2019",6in.,JUDGE DREDD Marvel Toys 2000 AD Legendary Comic Book Heroes Pitt BAF Wave Series,Action Figure,2007
0,hasbro,,,GI Joe,9.95,"Oct 10, 2019","3.75""",Vintage GI JOE 1993 DR MINDBENDER 100% COMPLETE  ONE DAY HANDLING!!!,Action Figure,1993
0,hasbro,,,GI Joe,10.95,"Oct 10, 2019","3.75""",Vintage GI JOE 1993 NIGHT CREEPER 100% COMPLETE  ONE DAY HANDLING!!!,Action Figure,1993
0,Hasbro,,2002-Now,My Little Pony,7.0,"Oct 10, 2019",,My little Pony G3 Cutie Cascade - Twilight Pink ,Action Figure,2006
0,Hasbro,,2002-Now,My Little Pony,7.0,"Oct 10, 2019",,My little Pony G3 Morning Dawn Delight Easter Hasbro,Action Figure,2006
0,Hasbro,,,GI Joe,24.99,"Oct 10, 2019",,"G.I. Joe 3 3/4"" Loose Action Figure Spirit - 1984 Hasbro",,
0,Hasbro,IG-88,2002-Now,Star Wars,19.95,"Oct 10, 2019",6in.,"Star Wars Black Series Archive IG-88 6"" Action Figure",Action Figure,2019
0,Mattel,,2002-Now,WWE,22.95,"Oct 10, 2019",6in.,Kurt Angle WWE  Elite Collection Series #66 Action Figure Mattel,Action Figure,2018
4,Hasbro,,,,11.5,"Oct 10, 2019",,WWF Giant Gonzalez Series 10 Loose Wrestling Action Figure Hasbro 1993,Action Figure,1993
0,Hasbro,Okoye,2002-Now,Marvel Universe,12.95,"Oct 10, 2019",,Marvel Legends Black Panther OKOYE HEAD Build A Figure BAF Piece Avengers lot 19,Action Figure,2019
0,Marvel Legends,Yondu,2002-Now,Guardians of the Galaxy,44.99,"Oct 10, 2019",,Yondu Marvel Legends COMPLETE Action Figure Guardians of the Galaxy GOTG,Action Figure,
0,Marvel,Kree Sentry,,Captain Marvel,8.95,"Oct 10, 2019",6in.,Marvel Legends BAF Piece Left Arm for Kree Sentry from Captain Marvel 2018,Action Figure,2018
0,ENERGIZER,,1980-2001,,49.99,"Oct 10, 2019",4in.,"Lot of 11 Vintage Energizer Bunny Bean Bag Plush Figure Doll Toy with Tag 4""",Action Figure,1997
0,Marvel Legends,Invisible Woman,2002-Now,Fantastic Four,25.0,"Oct 10, 2019",6in.,*FREE SHIPPING* INVISIBLE WOMAN Fantastic Four Marvel Legends Figure NIB,Action Figure,
0,Hasbro,AWE Striker Crankcase,1980-2001,G.I. Joe,49.99,"Oct 10, 2019",,GI JOE AWE Striker Complete with Driver Crankcase File Card and Gun ,Action Figure Loose Complete,1985
0,McFarlane Toys,Spawn,,,59.0,"Oct 10, 2019",,"Mcfarlane Toys Angel Spawn, Alternate Realities Wings Of Redemption ",Action Figure,
7,Funko,Pop,2002-Now,Funko Pop,7.61,"Oct 10, 2019",Small,Funko - Gremlins Gizmo Pop! Vinyl Figure #04 Vinyl Action Figure,Action Figure,2017
0,Hasbro,Knights Of Ren,2019,Star Wars,25.99,"Oct 10, 2019",3.75in,IN Stock! Star Wars Rise of Skywalker The Vintage Collection Knight Of Ren VC155,Action Figure,2019
0,Starting Lineup,Roberto Alomar,,,179.0,"Oct 10, 2019",,1989 ROOKIE MLB Starting Lineup Figurine Roberto Alomar San Diego Padres RARE,Action Figure,1989
0,Hot Toys,Knight,,Batman,189.95,"Oct 10, 2019",,HOT TOYS 1:6 DC BATMAN THE DARK KNIGHT RISES FIGURE DX12,Action Figure,
0,Jazwares,Raptor,,Fortnite,8.95,"Oct 10, 2019",4.5in.,Fortnite RAPTOR Solo Mode Action Figure Jazwares Epic Games 2018 NEW in Package,Action Figure,2018
0,Kenner,Punchit,1980-2001,Small Soldiers,11.99,"Oct 10, 2019",8in.,Small Soldiers Gorgonites Punchit Figure Claw Weapon Part Kenner 55181 1998,Action Figure,1998
0,Mcfarlane Sportspicks,Cole Hamels,2002-Now,,15.0,"Oct 10, 2019",,Cole Hamels McFarlane MLB 2008 Phillies Pinstripe Uniform Figure! BC Sports Excl,Action Figure,2008
0,Star Wars,EMPEROR PALPATINE - EXECUTOR TRANSMISSION,,Star Wars,15.0,"Oct 10, 2019",3 3/4 inch,STAR WARS OTC holographic EMPEROR PALPATINE EXECUTOR TRANSMISSION mint,Action Figure,2004
0,Hasbro,Sith Trooper,,Star Wars,64.99,"Oct 10, 2019",,Star Wars Exclusive Sith Trooper Figure Black Series  Comic Con,,
0,Nightmare Before Xmas,Santa Jack,,Nightmare Before Christmas,24.99,"Oct 10, 2019",7 inche,Nightmare Before Christmas NBX 2 Santa Jack 7-Inch Scale Action Figure - NECA,Action Figures,
0,Hasbro,Duke,,GI Joe,3.99,"Oct 10, 2019",3.75in.,"GI Joe DUKE 3.75"" Action Figure  2004 Valor vs. Venom v13",Action Figure,2004
0,,,,Macross,59.99,"Oct 10, 2019",,1980s Vintage Robotech Macross Gakken Red Alpha Fighter Action Figure 1980s,,1980
0,Mattel,,2002-Now,WWE,29.75,"Oct 10, 2019",6in.,SHANE McMAHON WWE Elite Collection Series #61 Flashback Action Figure Mattel,Action Figure,2017
0,UCC Distributing,,,,7.0,"Oct 10, 2019",2in.,"OVER THE GARDEN WALL DOMEZ WOODSMAN 2"" COLLECTIBLE MINI FIGURE RARE NEW",Action Figure,2017
0,Kidrobot,Bebop & Rocksteady,2002-Now,Teenage Mutant Ninja Turtles,50.0,"Oct 10, 2019",7in.,SDCC Comic Con 2014 Nickelodeon TMNT KidRobot Bebop & Rocksteady Figures,Action Figure,2014
1,Hasbro,star wars,2019,Star Wars,75.0,"Oct 10, 2019",3.75in,Star Wars 2019 RETRO VINTAGE COLLECTION set of 6 Leia Luke Skywalker Vader Han +,Action Figure,2019
0,Hasbro,Laserbeak,2000,generations asia exclusive,15.0,"Oct 10, 2019",4-5'',Transformers Generations GDO Laserbeak Scout Class,Action Figure,2012
1,Kenner,,1980-2001,,0.99,"Oct 10, 2019",3.5in.,STAR WARS 1980 Vintage Loose ESB Han Solo In Hoth Gear Figure A3195,Star Wars Action Figure,1980
2,NECA,Michael Myers & Dr.Loomis,,Halloween,202.49,"Oct 10, 2019",16in.,NECA Reel Toys Cult Classic Halloween Michael Myers The Night He Came Home NEW,Action Figure,2004
0,Unbranded,,,,7.63,"Oct 10, 2019","2 1/4""","Play Toy 2"" Angler Fish Deep Ocean Sea PVC Plastic Figure",Action Figure,
0,Playmates,Rat King,1980-2001,Teenage Mutant Ninja Turtles,5.0,"Oct 10, 2019",4.5in.,Vintage 1980s Playmates TMNT - RAT KING Figure - Teenage Mutant Ninja Turtles,Action Figure,1980s / 1990s
0,Mattel,,,,37.99,"Oct 10, 2019",,Donkey Kong Mini PVC Figure Pauline Coleco Vintage Sealed Arcade #4513,Action Figure,
0,Ron English,Monster,2002-Now,Made by Monster,1000.0,"Oct 10, 2019",Mc Supersized,Ron English X JPS X Made By Monster 2016 Mc Supersized Secret Grin Vinyl Figure,Action Figure,2016
0,Hasbro,Spider-Man,2002-Now,Spider-Man,18.98,"Oct 10, 2019",4in.,NEW Marvel Gamer Verse Spider-Man and Mister Negative 2 PACK Hasbro FREE SHIP,Action Figure,
0,Star Wars,,,Star Wars,45.0,"Oct 10, 2019",,Star Wars:Lot of 19 Power of the Force(POTF)/Ep,Action Figure,
0,Hasbro,Optimus Prime,2002-Now,Transformers,25.0,"Oct 10, 2019",,Transformers Optimus Prime Leader Class Revenge of the Fallen ROTF FOR PARTS,Action Figure,2009
0,Mattel,,2002-Now,Ghostbusters,8.5,"Oct 10, 2019",2in.,2016 Mattel Classic Ghostbusters Ecto Minis Glow in the Dark Peter Venkman,Action Figure,2016
1,Hasbro,Jaina Solo,2002-Now,Star Wars,8.6,"Oct 10, 2019",6in.,"Jaina Solo #56 Star Wars Black Series Legends 6"" Action Figure",Action Figure,2018
0,Hasbro,Cato Parasitti,2002-Now,Star Wars,9.0,"Oct 10, 2019",3.75 Inch Scale,Star Wars The Clone Wars CATO PARASITTI CW37 Action Figure 2010,Action Figure,2010
0,Hasbro,Captain Argyus,2002-Now,Star Wars: The Clone Wars,22.0,"Oct 10, 2019",3.75in.,Star Wars The Clone Wars 2009 Captain Argyus CW 31 MOC,Action Figure,2009
0,Hasbro,Clone Trooper,,Star Wars,25.0,"Oct 10, 2019",3.75in.,Star Wars Clone Wars (TCW) Clone Trooper Commander Gree - CW09 - 2009,Action Figure,2009
0,Dragon Action Figures,Dragon,,,60.0,"Oct 10, 2019",,Dragon 1/6 - WW2 - Leningrad 1941 - Motorcyclist - Johannes  #70117,Action Figure,
0,LJN,Ling kong bundy,1980-2001,WWE,8.99,"Oct 10, 2019",7.5in.,"King Kong Bundy 7.5"" Wrestling Wrestler Figure LJN Titan Sports WWF WWE 1985",Action Figure,1985
1,Marvel,Dragon,,X-Men,5.99,"Oct 10, 2019",6in.,"MIXED LOT 8 ACTION FIGURES. INCLUDES X-MEN, DRAGONS",Action Figure,
0,Construx,scareglow,,Masters of the Universe,22.66,"Oct 10, 2019",2in.,MEGA CONSTRUX HEROES SCAREGLOW MASTERS OF THE UNIVERSE series 5,Action Figure,2018
0,,Spider-Man,2002-Now,,37.99,"Oct 10, 2019",,2012 Diamond Select Marvel Select Amazing Spider-Man Action Figure (New),Action Figure,
0,Diamond Select,Goofy,2002-Now,Disney Kingdom Hearts,12.99,"Oct 10, 2019",6in.,GOOFY DISNEY Kingdom Hearts Diamond Select Walgreens Exclusive action figure NIB,Action Figure,
0,WWE,Finn Bálor,2002-Now,WWE,14.99,"Oct 10, 2019",6in.,WWE X-Pac Mattel Elite 33 XPac DX Flashback WWF European Belt Wrestling Figure,Action Figure,
27,FUNKO,,,Funko,42.01,"Oct 10, 2019",4in.,Funko POP! NIB Marvel IRONMAN SPIDERMAN 2 Pack Spiderman Homecoming Target,Action Figure,
0,Diamond Select,Chief O'Brien,2002-Now,Star Trek,27.0,"Oct 10, 2019",,STAR TREK DEEP SPACE NINE CHIEF MILES O'BRIEN FIGURE ART ASYLUM DIAMOND SELECT,Action Figure,
0,Hasbro,White Rnager,,Power Rangers,15.9,"Oct 10, 2019",,SABAN'S POWER RANGERS LIGHTNING COLLECTION MIGHTY MORPHIN WHITE RANGER E5929,,2019
0,McFarlane Toys,,,,55.0,"Oct 10, 2019",,"2000 McFarlane Spawn The Dark Ages Mandarin Scarlett Edge 12"" Series 14 NIB",Action Figure,
0,Hasbro,Reed Richards,2002-Now,Fantastic Four,34.95,"Oct 10, 2019",6in.,Marvel Legends Fantastic Four Walgreens Exclusive Mr Fantastic Reed Richards,Action Figure,2017
0,HASBRO GI JOE,Mars Trooper - Cobra 3 Peice Set,,GI Joe,14.0,"Oct 10, 2019",3 3/4 inch,GI Joe - MARS Troopers Rise of COBRA 3 Pack Action Figures Brand New RARE 2009 ,Action Figure,2009
0,ToyBiz,Swarm,1980-2001,Spiderman,6.0,"Oct 10, 2019","4.75""",Marvel Spider Force Swarm 1997 Toy Biz,Action Figure,1997
2,NECA,Ash,2002-Now,Ash vs Evil Dead,25.0,"Oct 10, 2019",7in.,NECA Ash vs Evil Dead Ash Figure Bruce Campbell Bloody Ash Faces Demon Spawn,Action Figure,2016
0,Jazwares,Trooper,2002-Now,Fortnite,13.49,"Oct 10, 2019",4in.,"Fortnite Jazwares 4"" Action Figure Series 2 TOXIC TROOPER Solo Game Mode",Action Figure,2019
0,Classic Superstars,,,,65.0,"Oct 10, 2019",,WWE CLASSIC SUPERSTARS SERIES 14 AX & SMASH DEMOLITION FIGURE LOT JAKKS MOMC,Action Figure,
1,Hasbro,The Undertaker,1980-2001,WWE,5.0,"Oct 10, 2019",5in.,Titan Sports Hasbro WWF WWE 1991 The Undertaker Wrestling Figure,Action Figure,1991
1,Jazwares,Carbide,2002-Now,Fortnite,1.99,"Oct 10, 2019",4in.,Fortnite FNT001103085WW 4 inch Carbide Solo Mode Core Action Figure,Action Figure,2018
13,MegaHouse,Son Gohan Vegeta,,Dragonball,13.5,"Oct 10, 2019",3.5in.,Dragonball Megahouse Dragonball capsule 2003 Saiyan edition Son Gohan Piccolo ,Action Figure,2003
0,Mattel,Braun Strowman,2002-Now,WWE,19.99,"Oct 10, 2019",,WWE MATTEL BRAUN STROWMAN ELITE SERIES #62 ACTION FIGURE NEW,Action Figure,
7,KAI,Kai,2002-Now,JOKER,41.0,"Oct 10, 2019",10in.,DC Comics Variant Play Arts Kai The JOKER 10in Action Figure Square Enix,Action Figure,2015
0,NECA,Nubbins Sawyer,2002-Now,Texas Chainsaw Massacre,58.0,"Oct 10, 2019",7in.,Neca Texas Chainsaw Massacre Nubbins Sawyer 8” Clothed Figures Collector’s Set,Action Figure,2018
10,MegaHouse,Nappa Vegeta,,Dragonball,10.5,"Oct 10, 2019",3.5in.,Dragonball Megahouse Dragonball capsule 2003 Saiyan edition Nappa Vegeta Japan ,Action Figure,2003
0,Hasbro,Black Widow,2002-Now,Marvel Universe,10.0,"Oct 10, 2019",6in.,"Marvel Legends Vintage Series Black Widow 6"" Action Figure Retro",Action Figure,2017
0,Hasbro,,2002-Now,Transformers,19.99,"Oct 10, 2019",5.5 inch,Transformers ~ NOVASTAR ACTION FIGURE ~ Deluxe Class ~ Power of the Primes NEW,Action Figure,
3,Marvel Legends,Demolition man,,Marvel,11.5,"Oct 10, 2019",6in.,Marvel legends Demolition Man figure infinity war vs thanos red skull spider man,Action Figure,
8,NECA,Leatherface,,The Texas Chainsaw Massacre,68.0,"Oct 10, 2019",,NECA  texas chainsaw massacre new horror rare house of horror ,Action Figure,2006
16,MegaHouse,Son Goku Vegeta,,Dragonball,13.0,"Oct 10, 2019",3.5in.,Dragonball Megahouse Dragonball capsule 2003 Saiyan edition Son Goku Vegeta New,Action Figure,2003
0,Hot Toys,Iron Man,2002-Now,Marvel Universe,24.99,"Oct 10, 2019",4in.,Hot Toys Cosbaby Iron Man Mark 3 & War Machine Comic Color Version Set Marvel,Action Figure,2016
0,Hasbro,,2002-Now,Marvel Universe,28.95,"Oct 10, 2019",6in.,X-MEN MARVEL LEGENDS SERIES 6-INCH MULTIPLE MAN ACTION FIGURE,Action Figure,2018
0,NECA,Leonardo vs. Shredder,,Teenage Mutant Ninja Turtles,95.0,"Oct 10, 2019",,NECA TEENAGE MUTANT NINJA TURTLE LEONARDO SHREDDER TMNT target exclusive new mib,Action Figure,2019
0,WWE,,,,14.55,"Oct 10, 2019",,"WWE Elite Figure, Nasty Boys Jerry Sags",,
0,Star Wars,,Pre-1980,Star Wars,22.99,"Oct 10, 2019",3.75in.,39 Star Wars Vintage Star Stands Clear Lot,Action Figure,
0,Lanard,,,,149.98,"Oct 10, 2019",,Lanard Rampage The Movie Lot Big City Brawl Ralph George Lizzie ,Action Figure,
18,MegaHouse,Son Goku Gohan,,Dragonball,19.5,"Oct 10, 2019",3.5in.,Dragonball Megahouse Dragonball capsule 2003 Saiyan edition Son Goku Son Gohan,Action Figure,2003
12,MegaHouse,Shenron,,Dragonball,8.5,"Oct 10, 2019",3in.,Dragonball Megahouse Dragonball capsule 2003 Saiyan edition Shenron Figure Japan,Action Figure,2003
0,DC,Blue Beetle,,,24.99,"Oct 10, 2019",,DC Direct Blue Bettle Classic Hero’s Action Figure 6” Rare!,Action Figure,
0,Hot Toys,HULK,2002-Now,THOR: RAGNAROK,375.0,"Oct 10, 2019",Approximately 42 cm tall,Hot Toys 1/6 Marvel Thor Ragnarok MMS430 Gladiator Hulk Action Figure,Action Figure,2018
0,Kenner,R2-D2,,Star Wars,6.0,"Oct 10, 2019",,Star Wars R2D2 Vintage Figure Hong Kong Worn Damaged,Action Figure,
0,Hasbro,Snake Eyes,,GI Joe,29.99,"Oct 10, 2019",3.75in.,Gi Joe 25th Anniversary Commando Snake Eyes Action Figure With Timber,Action Figure,2007
0,Hasbro,Ahsoka Tano,2002-Now,Star Wars,75.0,"Oct 10, 2019",6in.,Private Listing Ahsoka Autograph,Action Figure,2015
0,Marvel Legends,Whirlwind,,Captain America Forces of Evil,12.99,"Oct 10, 2019",6in.,Marvel Captain America Forces Of Evil Legends Whirlwind Build A Figure 4+ NEW,Action Figure,
13,Mega Construx,Scareglow,,Masters of the Universe,32.0,"Oct 10, 2019",2in.,MEGA CONSTRUX HEROES SERIES 5 SCAREGLOW MASTERS OF THE UNIVERSE NEW IN PACKAGING,Action Figure,2019
8,Hasbro,Trooper,2002-Now,Star Wars,12.5,"Oct 10, 2019",,Hasbro Star Wars The Force Awakens FIRST ORDER LEGION Trooper Figure Box AMAZON,Action Figure,
0,Hasbro,Gamorrean Guard,2002-Now,Star Wars,29.5,"Oct 10, 2019",6in.,Star Wars ~ Black Series ~ Mimban Storm trooper ~ Walmart Ex ~ 6 inch ~  ,Action Figure,2018
0,BE@RBRICK,,2002-Now,Bearbrick,14.99,"Oct 10, 2019",7cm,MEDICOM BEARBRICK SERIES 37 SECRET HORROR CHASE ENBU Be@rBrick,Action Figure,2019
0,Playmates Toys,Spock,2002-Now,Star Trek,19.99,"Oct 10, 2019",3.75in.,STAR TREK Action Figure 2009 PLAYMATES Series - MR SPOCK - New In Package,Action Figure,2009
9,Mega Construx,Stratos,,Masters of the Universe,16.0,"Oct 10, 2019",2in.,MEGA CONSTRUX HEROES SERIES 5 STRATOS MASTERS OF THE UNIVERSE NEW IN PACKAGING,Action Figure,2019
0,Hasbro,,2002-Now,Star Wars,34.99,"Oct 10, 2019",3.75in.,Star Wars 30th Anniversary Collection Evolutions: Vader's Secret Apprentice,Action Figure,
0,Hasbro,,2002-Now,Star Wars,19.99,"Oct 10, 2019",3.75in.,Star Wars The Legacy Collection Evolutions Padme Legacy,Action Figure,
10,Super7,She-Ra,,Masters of the Universe,40.0,"Oct 10, 2019",,MIB 2019 MOTU Club Grayskull Filmation 2.0 She-Ra Action Figure NEW In-Hand,Action Figure,2019
0,Bandai,,,Godzilla,19.99,"Oct 10, 2019",,Bandai TOHO Kaiju Godzilla Mothra Moth Form 2” Keychain Vintage Figure 2555,Action Figure,
0,Playmates Toys,,,Teenage Mutant Ninja Turtles,2.5,"Oct 10, 2019",3in.,Mini Moto Slider Teenage Mutant Ninja Turtles TMNT Mike Playmates GO KART ONLY,Action Figure,2007
0,Kenner,Leia Organa,1980-2001,Star Wars,23.95,"Oct 10, 2019",3.75in.,Star Wars action figure toy vintage Kenner 1980 Hoth Princess Leia braids esb ,Action Figure,1980
0,FUNKO,,,Star Trek,9.95,"Oct 10, 2019",3.75in.,Funko ReAction Star Trek Uhura 3 3/4 Action Figure Retro Style,Action Figure,2015
16,Mattel,Merman,1980-2001,Masters of the Universe,41.0,"Oct 10, 2019",6,Mattel MOTUC Masters of The Universe Classics Mer-Man Action Figure MIB,Action Figure,2017
0,Sideshow Collectibles,Snake Eyes,,GI Joe,200.0,"Oct 10, 2019",12in.,1/6 Sidechow Collectibles Snake Eyes Storm Shadow 2-Pack,Action Figure,
2,Mastermind Creations,,,Transformers,41.0,"Oct 10, 2019",,Mastermind Creations MMC R-39 Gravus Brawn Transformers,Action Figure,
0,Marvel,Bt-1 (Beetee),2002-Now,Star Wars,24.95,"Oct 10, 2019",,Star Wars Vintage Cllection BT-1 (Beetee) from Doctor Aphra Comic Set 3.75 size,Action Figure,2018
3,,Kit,,ThunderCats,10.5,"Oct 10, 2019",,Thundercats (CHEETARA + KIT)  Bandai Action Figure 1985,Action Figure,1985
1,Hasbro,Yoda,2002-Now,Star Wars,10.0,"Oct 10, 2019",,3 Star Wars Yoda and Kybuck Figure Expanded Universe 30th Anniversary & Rebel,Action Figure,2007
0,Hasbro,Duke,,GI Joe,24.99,"Oct 10, 2019",3.75in.,Vintage 1983 GI Joe DUKE First Sergeant  ,Action Figure,1983
0,Diamond Select,Psylocke,,X-Men,28.99,"Oct 10, 2019",7in.,Diamond Select Toys MARVEL SELECT Psylocke X-MEN Action Figure NEW & IN STOCK,Action Figure,
0,Unbranded,Soundwave,,Transformers,69.99,"Oct 10, 2019",23 cm,TJF 01 Sonic Wave MP-13 Soundwave Transformer Laser Beak Ravage Masterpiece 🇨🇳,Action Figure,
5,Medicom Toys,Knight,,Batman,30.0,"Oct 10, 2019",,Batman The Dark Knight MAFEX Batpod Exclusive Action Figure Vehicle,Action Figure,
0,Bandai,Dino Drive Black Ranger,,Power Rangers Dino Super Charge,24.95,"Oct 10, 2019",12in.,Power Rangers Dino Super Charge DINO DRIVE BLACK RANGER 12” Figure (Complete),,
0,SD TOYS,,,,70.0,"Oct 10, 2019",6in.,LAUREL & HARDY FIGURES NEW SEALED IN FILM TIN BOX VERY NICE SD TOYS MOVIE ICONS,Action Figure,
0,FUNKO,,2002-Now,,18.95,"Oct 10, 2019",4 Inch,2019 Super7 Funko ReAction The WORST Cortex Commander 3 3/4 Action Figure V2,Action Figure,2019
0,Tyco,,,Dino Riders,99.99,"Oct 10, 2019",37in.,"Rare!!!Tyco Dino Riders BRONTOSAURUS 37"" Long / Vintage 1989 Dino Riders",Action Figure,1989
0,Marvel,Black Panther,,,15.99,"Oct 10, 2019",2in.,Marvel Black Panther 2-in-1 Jet Vehicle 2 in 1 WITH Masher Action Figure,Action Figure,2017
0,Hot Toys,Steve,2002-Now,Captain America,69.99,"Oct 10, 2019",12in.,Hot Toys 1/6 MMS 281 - Avengers Age Of Ultron AoU - Captain America Rogers Head,Action Figure,2016
0,Hasbro,,,GI Joe,3.95,"Oct 10, 2019",,GI Joe Accessory   1984 Baroness                 High Density Laser Rifle,Action Figure,
0,Hasbro,,,GI Joe,3.95,"Oct 10, 2019",,GI Joe Accessory 2007 Shipwreck V11                 Polly the Parrot,Action Figure,
0,ACE,The Cryptkeeper,1980-2001,Tales from the Crypt,45.0,"Oct 10, 2019",,***RESERVED FOR anubisxx*** 5 Figures,Action Figure,
0,LOCO APE,,,,79.99,"Oct 10, 2019",7in.,Kurt Cobain Unplugged Action Figure New Unopened package 2006,Action Figure,2006
2,KENNER,,1980-2001,,2.0,"Oct 10, 2019",,1988 ROOKIE STARTING LINEUP - SLU - MLB - OZZIE SMITH (REDEMPTION) - CARDINALS,Action Figure,1988
0,McFarlane Toys,Harry Potter,2002-Now,Harry Potter,14.99,"Oct 10, 2019",7in.,Mcfarlane Harry Potter Series 1 Harry Potter Figure NIB Free Shipping,Action Figure,2019
0,Hasbro,,,Guardians of the Galaxy,7.8,"Oct 10, 2019",,Hasbro Marvel Legends Series GOTG Vol. 2 Yondu & Star-Lord 2-PACK Action Figures,Action Figure,
0,Hasbro,Even Piell,2002-Now,Star Wars,43.99,"Oct 10, 2019",3.75in.,STAR WARS CLONE WARS JEDI MASTER EVEN PIELL CW58 NEW ON CARD 2011,Action Figure,2011
0,Hasbro,Joe,,GI Joe,6.0,"Oct 10, 2019",12in.," NEW! GI JOE 12"" Medic Helmet w/ insignia - 40th Anniversary Special, Chin Strap",Action Figure,2003
0,Kenner,Jawa,Pre-1980,Star Wars,1500.0,"Oct 10, 2019",,Vintage 1977 Star Wars Lili Ledy Jawa w/ removable hood AFA 80 NM+certificate,Action Figure,1977
0,Hasbro,,,Star Wars,15.99,"Oct 10, 2019",,Hasbro Star Wars Kmart Exclusive Bounty Hunter Jodo Kast Action Figure New,Action Figure,
1,Kenner,Yoda,,,150.0,"Oct 10, 2019",,Vintage 1983 Star Wars Return of the Jedi Brown Snake Yoda Action Figure NIB.,Action Figure,1983
0,ZC TOYS,,2002-Now,The Walking Dead,120.0,"Oct 10, 2019",.12“,ZC TOYS 1/6 Scale The Walking Dead Negan Collectible Action Figure ,Action Figure,2017
0,NECA,,,Green Lantern / Predator,84.99,"Oct 10, 2019",7 INCH. Scale,"2019 NYCC Exclusive 7"" Neca GREEN Lantern & Sinestro Corps PREDATOR",Action Figure,2019
0,Hasbro,AMAZING SPIDER-MAN,2002-Now,VINTAGE SERIES,29.95,"Oct 10, 2019",6in.,"AMAZING SPIDER-MAN Marvel Legends Retro Vintage Series 6"" Action Figure 2017",Action Figure,2017
1,Diamond Select,Peter Pan,,Peter Pan,0.99,"Oct 10, 2019",,"PETER PAN MINIMATES 4 PACK! Disney Store Exclusive! Captain Hook, Tinkerbell",Action Figure,
0,Mattel,,2002-Now,WWE,11.49,"Oct 10, 2019",6in.,WWE Sting Mattel Elite Series 39 Wolfpac WCW Red Shirt Wrestling Action Figure,Action Figure,
0,,,,,7.0,"Oct 10, 2019",,WWE MATTEL STING ACTION FIGURE 2014 ELITE SERIES 39,,
0,Blip Toys,,,,15.62,"Oct 10, 2019",,Marvel Avengers Age of Ultron Exclusive Collector Minis Figure Set - (San Diego ,,
0,Select,Hoot Owl,1980-2001,Convertors,7.49,"Oct 10, 2019",4in.,Convertors Vintage 1984 Avarians Hoot Owl Original Select/Japan loose figure,Action Figure,1984
0,Hasbro,,,GI Joe,3.99,"Oct 10, 2019",3 3/4, GI Joe 1988 Hydro-Viper Figure Accessory Lot -  Devil Ray,Action Figure,
1,Mattel,The Flash,,,4.4,"Oct 10, 2019",6in.,"DC COMICS UNLIMITED THE FLASH 6"" FIGURE",Action Figure,
